Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı,Puan_Degeri,Oy_Sayisi,Liste_Fiyati_Numeric,Yayin_Yili,Sayfa_Sayisi_Numeric,Ana_Kategori,Dil_Encoded,Cilt Tipi_Encoded,Kağıt Cinsi_Encoded,Ana_Kategori_Grouped,Ana_Kategori_Bilim & Mühendislik,Ana_Kategori_Diger,Ana_Kategori_Diğer,Ana_Kategori_Edebiyat,Ana_Kategori_Felsefe-Düşünce,Ana_Kategori_Kişisel Gelişim,Ana_Kategori_Siyaset,Ana_Kategori_Sosyoloji,Ana_Kategori_Tarih,Ana_Kategori_Çocuk Kitapları,Ana_Kategori_İslam,Liste_Fiyati_Numeric_Normalized,Sayfa_Sayisi_Numeric_Normalized,Favorilere Ekleyen Kişi Sayısı_Normalized,Okuyacağım olarak işaretlenmiş sayısı_Normalized,Okuyorum olarak işaretlenmiş sayısı_Normalized,Okudum olarak işaretlenmiş sayısı_Normalized,Toplam Yorum Sayısı_Normalized,Puan_Degeri_Normalized,Oy_Sayisi_Normalized,Toplam Satılma Sayısı_Normalized
En Karanlık Yalan / Karanlığın Efendileri 6. Kitap,Kitap > Edebiyat > Roman (Çeviri),Gena Showalter,PEGASUS YAYINLARI,5 / 5 (60 oy),151.0,17.0,0,68.0,"299,00",04.05.2016,TÜRKÇE,432,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,325.0,23.0,5.0,60.0,299.0,2016.0,432.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.693877551020408,0.5215889464594128,0.03090909090909091,0.0,0.07135362014690451,0.060526315789473685,1.0,0.006496366439110328,0.6728971962616822
Jacob / Gece Gezginleri -1,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Jacquelyn Frank,PEGASUS YAYINLARI,4 / 5 (34 oy),158.0,16.0,1,45.0,"299,00",18.05.2015,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,198.0,11.0,4.0,34.0,299.0,2015.0,336.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.5306122448979591,0.5457685664939551,0.02909090909090909,0.001937984496124031,0.0472193074501574,0.02894736842105263,0.75,0.0036335608896718784,0.4091381100726895
Kapitülasyonların Kaldırılması,Kitap > Tarih > Türk-Osmanlı > Kitap > Tarih > Araştırma-İnceleme,Muhammet E. Kulunk,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (30 oy),204.0,22.0,2,10.0,"500,00",14.01.2011,TÜRKÇE,456,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,283.0,12.0,5.0,30.0,491.25,2011.0,456.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,1.0,0.7346938775510203,0.7046632124352331,0.04,0.003875968992248062,0.010493179433368312,0.031578947368421054,1.0,0.003193129266681348,0.5856697819314641
İbretMersin'de İki Düğün,Kitap > Edebiyat > Hikaye (Yerli),Bakizade Hüsni,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (7 oy),40.0,4.0,0,3.0,"150,00",03.12.2015,TÜRKÇE,168,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,72.0,1.0,5.0,7.0,150.0,2015.0,168.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.22662889518413593,0.24489795918367346,0.1381692573402418,0.007272727272727273,0.0,0.0031479538300104933,0.002631578947368421,1.0,0.0006606474344857962,0.14745586708203529
Alın Yazım,Kitap > Edebiyat > Roman (Çeviri),Nafisa Haji,BİLGE KÜLTÜR SANAT,5 / 5 (12 oy),87.0,9.0,1,18.0,"220,00",12.05.2010,TÜRKÇE,254,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,148.0,6.0,5.0,12.0,220.0,2010.0,254.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.38526912181303113,0.391156462585034,0.3005181347150259,0.016363636363636365,0.001937984496124031,0.01888772298006296,0.015789473684210527,1.0,0.0012111869632239595,0.3052959501557633
Dünya Acısı (Weltschmerz)Alman Felsefesinde Kötümserlik (1860-1900),Kitap > Felsefe-Düşünce > Diğer,Frederick C. Beiser,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (7 oy),221.0,13.0,2,2.0,"450,00",21.09.2022,TÜRKÇE,528,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,172.0,1.0,5.0,7.0,450.0,2022.0,528.0,Felsefe-Düşünce,0,1,3,Felsefe-Düşünce,0,0,0,0,1,0,0,0,0,0,0,0.9065155807365439,0.8571428571428571,0.7633851468048359,0.023636363636363636,0.003875968992248062,0.002098635886673662,0.002631578947368421,1.0,0.0006606474344857962,0.35514018691588783
Tatlı Kaçamak,Kitap > Edebiyat > Roman (Çeviri),Susan Mallery,PEGASUS YAYINLARI,4 / 5 (23 oy),91.0,10.0,0,38.0,"269,00",17.03.2016,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,212.0,12.0,4.0,23.0,269.0,2016.0,320.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.49631728045325774,0.5034013605442176,0.3143350604490501,0.01818181818181818,0.0,0.03987408184679958,0.031578947368421054,0.75,0.002422373926447919,0.4382139148494289
Dayıcan Napolyon (2 Cilt),Kitap > Edebiyat > Roman (Çeviri),Iyrec-i Pezeşkzad,KAPRA YAYINCILIK,5 / 5 (186 oy),289.5,178.0,14,107.0,"51,00",13.01.2021,TÜRKÇE,568,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,482.5,102.0,5.0,186.0,51.0,2021.0,568.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.002266288951841361,0.9251700680272108,1.0,0.3236363636363636,0.027131782945736434,0.11227701993704092,0.26842105263157895,1.0,0.020369962563312048,0.9999999999999999
Zodyak,Kitap > Edebiyat > Roman (Çeviri),Romina Russell,PEGASUS YAYINLARI,4 / 5 (9 oy),157.0,13.0,3,10.0,"299,00",29.11.2016,TÜRKÇE,400,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,92.0,3.0,4.0,9.0,299.0,2016.0,400.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.6394557823129251,0.542314335060449,0.023636363636363636,0.005813953488372093,0.010493179433368312,0.007894736842105263,0.75,0.0008808632459810614,0.1889927310488058
İyi Söz Akarsu GibidirKutadgu Bilig'den Seçmeler,Kitap > Edebiyat > Diğer,Mehmet Kara,LEJAND,,3.0,1.0,0,0.0,"190,00",10.04.2021,TÜRKÇE,186,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,96.0,0.0,5.0,5.5,190.0,2021.0,186.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.31728045325779036,0.2755102040816326,0.010362694300518133,0.0018181818181818182,0.0,0.0,0.0,1.0,0.000495485575864347,0.1973001038421599
Kutsal Beşgen-Türk'ün İdeali,Kitap > Tarih > Araştırma-İnceleme > Kitap > Edebiyat > Deneme (Yerli),İbrahim Hakkı Gündoğdu,MOTTO,5 / 5 (5 oy),33.0,7.0,0,2.0,"425,00",06.07.2023,TÜRKÇE,392,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,68.0,2.0,5.0,5.0,425.0,2023.0,392.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.8498583569405098,0.6258503401360543,0.11398963730569947,0.012727272727272728,0.0,0.002098635886673662,0.005263157894736842,1.0,0.00044043162299053066,0.1391484942886812
Hayyam'dan Yansımalar,Kitap > Edebiyat > İnceleme,D. Ali Gültekin,BİZİM KİTAPLAR YAYINEVİ,,9.0,2.0,0,0.0,"185,00",30.03.2022,TÜRKÇE,124,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,25.0,0.0,5.0,5.5,185.0,2022.0,124.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.30594900849858353,0.17006802721088435,0.031088082901554404,0.0036363636363636364,0.0,0.0,0.0,1.0,0.000495485575864347,0.04984423676012461
Elementler ve Sağlık,Kitap > Bilim & Mühendislik > Diğer,Eşref Atabey,SARMAL KİTABEVİ,5 / 5 (6 oy),52.0,9.0,1,1.0,"500,00",24.05.2021,TÜRKÇE,491,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,88.0,1.0,5.0,6.0,491.25,2021.0,491.0,Bilim & Mühendislik,0,1,3,Bilim & Mühendislik,1,0,0,0,0,0,0,0,0,0,0,1.0,0.7942176870748299,0.17962003454231432,0.016363636363636365,0.001937984496124031,0.001049317943336831,0.002631578947368421,1.0,0.0005505395287381633,0.1806853582554517
Söylem,Kitap > Edebiyat > Diğer,Ömer  Alkan,FİHRİST KİTAP,5 / 5 (4 oy),18.0,1.0,0,3.0,"184,50",09.03.2022,TÜRKÇE,136,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,110.0,1.0,5.0,4.0,184.5,2022.0,136.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.30481586402266286,0.19047619047619047,0.06217616580310881,0.0018181818181818182,0.0,0.0031479538300104933,0.002631578947368421,1.0,0.00033032371724289804,0.22637590861889925
3. Dünya Savaşı Armageddon Komplosu,Kitap > Siyaset > Araştırma-İnceleme,Kürşad Berkkan,YEDİVEREN YAYIN GRUBU - KAMPANYA,4 / 5 (23 oy),204.0,17.0,4,22.0,"150,00",07.10.2021,TÜRKÇE,160,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,249.0,7.0,4.0,23.0,150.0,2021.0,160.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.22662889518413593,0.2312925170068027,0.7046632124352331,0.03090909090909091,0.007751937984496124,0.023084994753410283,0.018421052631578946,0.75,0.002422373926447919,0.5150571131879542
Aptal Hamdi Bizi Güldürüyor,Kitap > Çocuk Kitapları > Hikaye,Müjdat Gezen,BİLGE KÜLTÜR SANAT,5 / 5 (11 oy),23.0,4.0,0,4.0,"120,00",01.12.2008,TÜRKÇE,80,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,116.0,5.0,5.0,11.0,120.0,2008.0,80.0,Çocuk Kitapları,0,1,3,Çocuk Kitapları,0,0,0,0,0,0,0,0,0,1,0,0.15864022662889515,0.09523809523809523,0.07944732297063903,0.007272727272727273,0.0,0.004197271773347324,0.013157894736842105,1.0,0.001101079057476327,0.2388369678089304
Bridget Jones'un Günlüğü,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Helen Fielding,PEGASUS YAYINLARI,5 / 5 (23 oy),246.0,24.0,1,67.0,"299,00",20.06.2015,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,209.0,12.0,5.0,23.0,299.0,2015.0,336.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.5306122448979591,0.849740932642487,0.04363636363636364,0.001937984496124031,0.07030430220356769,0.031578947368421054,1.0,0.002422373926447919,0.4319833852544133
Kozmosun Aklı: Niçin Buradayız?,Kitap > Bilim & Mühendislik > Popüler Bilim,Ervin Laszlo,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (6 oy),196.0,9.0,0,6.0,"250,00",04.06.2020,TÜRKÇE,208,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,161.0,3.0,4.0,6.0,250.0,2020.0,208.0,Bilim & Mühendislik,0,1,3,Bilim & Mühendislik,1,0,0,0,0,0,0,0,0,0,0,0.45325779036827196,0.3129251700680272,0.6770293609671848,0.016363636363636365,0.0,0.0062959076600209865,0.007894736842105263,0.75,0.0005505395287381633,0.3322949117341641
Yeşilçam Sinemasında Genç Kadınlar,Kitap > Sinema-Tiyatro > Tiyatro-Genel,Selin Kiraz Demir,URZENİ,,23.0,1.0,0,0.0,"420,00",30.11.2020,TÜRKÇE,350,Karton Kapak,13 x 20 cm,Kitap Kağıdı,45.0,0.0,5.0,5.5,420.0,2020.0,350.0,Sinema-Tiyatro,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.838526912181303,0.5544217687074829,0.07944732297063903,0.0018181818181818182,0.0,0.0,0.0,1.0,0.000495485575864347,0.09138110072689512
Kayıp Prens,Kitap > Edebiyat > Roman (Çeviri),Frances Hodgson Burnett,KAPRA YAYINCILIK,5 / 5 (54 oy),289.5,59.0,3,42.0,"60,00",28.11.2020,TÜRKÇE,336,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,482.5,18.0,5.0,54.0,60.0,2020.0,336.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.022662889518413595,0.5306122448979591,1.0,0.10727272727272727,0.005813953488372093,0.04407135362014691,0.04736842105263158,1.0,0.005835719004624531,0.9999999999999999
Padalya,Kitap > Edebiyat > Şiir (Yerli),Emrah Yolcu,EPONA KİTAP,5 / 5 (2 oy),7.0,2.0,0,1.0,"148,00",27.08.2024,TÜRKÇE,60,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,124.0,0.0,5.0,2.0,148.0,2024.0,60.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.22209631728045326,0.06122448979591837,0.024179620034542312,0.0036363636363636364,0.0,0.001049317943336831,0.0,1.0,0.00011010790574763268,0.25545171339563866
Kısa Londra Tarihi,Kitap > Tarih > Araştırma-İnceleme,David Long,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (3 oy),218.0,11.0,2,4.0,"250,00",17.11.2021,TÜRKÇE,192,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,118.0,0.0,5.0,3.0,250.0,2021.0,192.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.45325779036827196,0.2857142857142857,0.7530224525043178,0.02,0.003875968992248062,0.004197271773347324,0.0,1.0,0.00022021581149526536,0.24299065420560745
Sosyal Bütünleşme“Din” ve “Kimlik Kırılımları” Ekseninde,Kitap > Akademik > Sosyoloji İnceleme,Çağatay Sarp,NET KİTAPLIK YAYINCILIK,,18.0,2.0,0,0.0,"446,00",27.01.2023,TÜRKÇE,276,Karton Kapak,13 x 20 cm,Kitap Kağıdı,7.0,0.0,5.0,5.5,446.0,2023.0,276.0,Akademik,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.8974504249291784,0.42857142857142855,0.06217616580310881,0.0036363636363636364,0.0,0.0,0.0,1.0,0.000495485575864347,0.012461059190031154
"Kemal TahirHayatı, Sanatı, Düşünce Dünyası, Eserleri ve Eserlerinden Seçmeler",Kitap > Edebiyat > Biyografi-Otobiyografi,A. Mecit Canatak,LEJAND,5 / 5 (2 oy),50.0,1.0,0,3.0,"120,00",19.01.2021,TÜRKÇE,104,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,179.0,0.0,5.0,2.0,120.0,2021.0,104.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.15864022662889515,0.1360544217687075,0.17271157167530224,0.0018181818181818182,0.0,0.0031479538300104933,0.0,1.0,0.00011010790574763268,0.36967808930425755
YüzeyselToplumsal Tipikler,Kitap > Edebiyat > Deneme (Yerli),Haydar Ergülen,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),25.0,2.0,0,0.0,"130,00",11.02.2022,TÜRKÇE,152,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,12.0,0.0,5.0,1.0,130.0,2022.0,152.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.18130311614730876,0.217687074829932,0.08635578583765112,0.0036363636363636364,0.0,0.0,0.0,1.0,0.0,0.02284527518172378
Kalkınmada Başarısızlığın Kökenleri Yeni Küresel Ekonomik Düzensizlik,Kitap > Ekonomi > Araştırma-İnceleme,Georges Corm,SİYASAL YAYIN GRUBU - KAMPANYA,4 / 5 (2 oy),83.0,3.0,0,0.0,"230,00",01.03.2010,TÜRKÇE,176,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,86.0,2.0,4.0,2.0,230.0,2010.0,176.0,Ekonomi,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.40793201133144474,0.2585034013605442,0.2867012089810017,0.005454545454545455,0.0,0.0,0.005263157894736842,0.75,0.00011010790574763268,0.17653167185877464
Alman Felsefesine Giriş,Kitap > Felsefe-Düşünce > Diğer,Andrew Bowie,SAY YAYIN GRUBU-KAMPANYA,,118.0,3.0,0,2.0,"200,00",09.03.2022,TÜRKÇE,160,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,106.0,0.0,5.0,5.5,200.0,2022.0,160.0,Felsefe-Düşünce,0,1,3,Felsefe-Düşünce,0,0,0,0,1,0,0,0,0,0,0,0.3399433427762039,0.2312925170068027,0.4075993091537133,0.005454545454545455,0.0,0.002098635886673662,0.0,1.0,0.000495485575864347,0.21806853582554517
Unutulmaz Gece,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Teresa Medeiros,PEGASUS YAYINLARI,4 / 5 (55 oy),289.5,16.0,1,59.0,"299,00",20.10.2014,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,482.5,12.0,4.0,55.0,299.0,2014.0,336.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.5306122448979591,1.0,0.02909090909090909,0.001937984496124031,0.06190975865687304,0.031578947368421054,0.75,0.005945826910372164,0.9999999999999999
Peggy Sue ve Hayaletler -3 / Uçurumdaki Kelebek,Kitap > Çocuk Kitapları > Roman > Kitap > Orijinal Dil > Fransızca,Serge Brussolo,PEGASUS  ÇOCUK YAYINLARI,5 / 5 (1 oy),24.0,3.0,0,4.0,"269,00",08.03.2014,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,43.0,0.0,5.0,1.0,269.0,2014.0,336.0,Çocuk Kitapları,0,1,3,Çocuk Kitapları,0,0,0,0,0,0,0,0,0,1,0,0.49631728045325774,0.5306122448979591,0.08290155440414507,0.005454545454545455,0.0,0.004197271773347324,0.0,1.0,0.0,0.08722741433021806
Nakşidil,Kitap > Sinema-Tiyatro > Oyun (Yerli),Murat Aykaç Erginöz,ARİON YAYINLARI,,5.0,2.0,0,0.0,"200,00",25.03.2021,TÜRKÇE,104,Karton Kapak,14 x 20 cm,Kitap Kağıdı,55.0,0.0,5.0,5.5,200.0,2021.0,104.0,Sinema-Tiyatro,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.3399433427762039,0.1360544217687075,0.017271157167530225,0.0036363636363636364,0.0,0.0,0.0,1.0,0.000495485575864347,0.11214953271028037
Yarına Dönüş,Kitap > Edebiyat > Biyografi-Otobiyografi,Sigrid Undset,FİHRİST KİTAP,5 / 5 (9 oy),75.0,6.0,0,8.0,"259,50",21.07.2022,TÜRKÇE,178,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,134.0,7.0,5.0,9.0,259.5,2022.0,178.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.4747875354107648,0.2619047619047619,0.25906735751295334,0.01090909090909091,0.0,0.008394543546694649,0.018421052631578946,1.0,0.0008808632459810614,0.2762201453790239
Süreç mi Yaradılış mı?Çinli Aydınların Düşüncesine Giriş,Kitap > Felsefe-Düşünce > Doğu Felsefesi,François Jullien,METİS YAYINLARI,5 / 5 (10 oy),180.0,15.0,0,3.0,"276,00",28.02.2013,TÜRKÇE,256,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,173.0,3.0,5.0,10.0,276.0,2013.0,256.0,Felsefe-Düşünce,0,1,3,Felsefe-Düşünce,0,0,0,0,1,0,0,0,0,0,0,0.5121813031161473,0.3945578231292517,0.6217616580310881,0.02727272727272727,0.0,0.0031479538300104933,0.007894736842105263,1.0,0.000990971151728694,0.3572170301142264
Bilgeliğin Yedi Sütunu (10. Cilt),Kitap > Tarih > Araştırma-İnceleme,T.E. Lawrence,SARMAL KİTABEVİ,,29.0,1.0,0,1.0,"170,00",20.03.2024,TÜRKÇE,120,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,47.0,0.0,5.0,5.5,170.0,2024.0,120.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.27195467422096314,0.163265306122449,0.1001727115716753,0.0018181818181818182,0.0,0.001049317943336831,0.0,1.0,0.000495485575864347,0.09553478712357218
Dinle Sebastianİnsan Anadilinde mi Sever?,Kitap > Edebiyat > Roman (Yerli),Fulya Cansen,DESTEK YAYIN GRUBU-KAMPANYA,,1.0,0.0,0,0.0,"150,00",28.09.2021,TÜRKÇE,184,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,1.0,0.0,5.0,5.5,150.0,2021.0,184.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.22662889518413593,0.272108843537415,0.0034542314335060447,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.0
Aşk Bahsi,Kitap > Edebiyat > Roman (Çeviri),Kathryn Caskie,PEGASUS YAYINLARI,4 / 5 (35 oy),204.0,9.0,0,27.0,"249,00",03.02.2014,TÜRKÇE,272,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,320.0,8.0,4.0,35.0,249.0,2014.0,272.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.4509915014164305,0.42176870748299317,0.7046632124352331,0.016363636363636365,0.0,0.02833158447009444,0.021052631578947368,0.75,0.003743668795419511,0.6625129802699895
Kul Hakları / Ayet-i Kerime ve Hadislerin Işığında (Kod:B44),Kitap > İslam > Kültür,Yusuf Tavaslı,TAVASLI YAYINLARI KAMPANYA,5 / 5 (2 oy),26.0,1.0,0,2.0,"220,00",01.01.2009,TÜRKÇE,480,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,59.0,0.0,5.0,2.0,220.0,2009.0,480.0,İslam,0,1,3,İslam,0,0,0,0,0,0,0,0,0,0,1,0.38526912181303113,0.7755102040816326,0.08981001727115716,0.0018181818181818182,0.0,0.002098635886673662,0.0,1.0,0.00011010790574763268,0.12045690550363447
Bu Ev Satılık Değil,Kitap > Edebiyat > Roman (Yerli),Selçuk Özyurt,BİYOGRAFİ.NET,5 / 5 (8 oy),33.0,5.0,1,8.0,"150,00",30.03.2023,TÜRKÇE,144,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,406.0,8.0,5.0,8.0,150.0,2023.0,144.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.22662889518413593,0.20408163265306123,0.11398963730569947,0.00909090909090909,0.001937984496124031,0.008394543546694649,0.021052631578947368,1.0,0.0007707553402334288,0.8411214953271028
Ejder Gizemi / Draki Serisi -2,Kitap > Edebiyat > Bilimkurgu-Fantazya > Kitap > Orijinal Dil > İngilizce,Sophie Jordan,PEGASUS YAYINLARI,4 / 5 (31 oy),189.0,10.0,2,27.0,"249,00",13.02.2014,TÜRKÇE,280,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,175.0,12.0,4.0,31.0,249.0,2014.0,280.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.4509915014164305,0.43537414965986393,0.6528497409326425,0.01818181818181818,0.003875968992248062,0.02833158447009444,0.031578947368421054,0.75,0.0033032371724289805,0.3613707165109034
Hayaller,Kitap > Edebiyat > Roman (Çeviri),Aprilynne Pike,PEGASUS YAYINLARI,5 / 5 (10 oy),145.0,7.0,0,16.0,"299,00",07.02.2014,TÜRKÇE,384,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,104.0,3.0,5.0,10.0,299.0,2014.0,384.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.6122448979591836,0.5008635578583764,0.012727272727272728,0.0,0.016789087093389297,0.007894736842105263,1.0,0.000990971151728694,0.2139148494288681
40 İklim 1 Cennet Ramazan,Kitap > İslam > Kültür,40'lar Kulübü,40'LAR KULÜBÜ,5 / 5 (1 oy),12.0,1.0,1,2.0,"149,00",23.10.2015,TÜRKÇE,134,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,9.0,0.0,5.0,1.0,149.0,2015.0,134.0,İslam,0,1,3,İslam,0,0,0,0,0,0,0,0,0,0,1,0.2243626062322946,0.1870748299319728,0.04145077720207253,0.0018181818181818182,0.001937984496124031,0.002098635886673662,0.0,1.0,0.0,0.016614745586708203
Sherlock Holmes ve Dr. WatsonLady Frances Carfax’ın Kayboluşu - Wisteria Lodge Macerası,Kitap > Edebiyat > Polisiye,Sir Arthur Conan Doyle,MOTTO,4 / 5 (6 oy),30.0,2.0,0,6.0,"280,00",23.11.2022,TÜRKÇE,72,Karton Kapak,12.5 x 20.5 cm,Kitap Kağıdı,72.0,1.0,4.0,6.0,280.0,2022.0,72.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5212464589235127,0.0816326530612245,0.10362694300518134,0.0036363636363636364,0.0,0.0062959076600209865,0.002631578947368421,0.75,0.0005505395287381633,0.14745586708203529
Bir Narsistin Cinayet Günlüğü,Kitap > Edebiyat > Polisiye,Aydın Benli,MERGEN YAYINLARI,5 / 5 (3 oy),30.0,2.0,0,1.0,"195,00",16.05.2023,TÜRKÇE,152,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,50.0,1.0,5.0,3.0,195.0,2023.0,152.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.32861189801699714,0.217687074829932,0.10362694300518134,0.0036363636363636364,0.0,0.001049317943336831,0.002631578947368421,1.0,0.00022021581149526536,0.10176531671858775
Ortak Bir Hayal Kurmak,Kitap > Ekonomi > Araştırma-İnceleme,Kemal Öztürk,YARIN YAYINCILIK,5 / 5 (8 oy),108.0,16.0,2,3.0,"550,50",17.12.2021,TÜRKÇE,301,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,231.0,5.0,5.0,8.0,491.25,2021.0,301.0,Ekonomi,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,1.0,0.47108843537414963,0.37305699481865284,0.02909090909090909,0.003875968992248062,0.0031479538300104933,0.013157894736842105,1.0,0.0007707553402334288,0.47767393561786087
Şahlar,Kitap > Edebiyat > Şiir (Yerli),Mevlüt Oğuz,KRONOLOJİ YAYINLARI,,1.0,0.0,0,1.0,"130,00",18.06.2021,TÜRKÇE,144,Karton Kapak,13 x 19 cm,Kitap Kağıdı,83.0,0.0,5.0,5.5,130.0,2021.0,144.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.18130311614730876,0.20408163265306123,0.0034542314335060447,0.0,0.0,0.001049317943336831,0.0,1.0,0.000495485575864347,0.17030114226375906
